Content Type,Name,Primary Genre,Secondary Genre,Synopsis,Age Rating,Rating Score,Theatrical Release Year,Director ,Cast,Runtime (minutes),keywords2,keywords3,keywords4
Movie,Window Connection,Psychological,Thriller,"When a woman catches her disturbed teenage neighbour stalking her, she doesn't report his actions and befriends him to understand his psyche. However, things take a violent turn when the boy gets to know about the woman's life plans. ",A 18+,5,2022,Ishaan Ghose,"Aranya Gupta, Bitan Biswas, Sombhunath De, Sayandeep Guha, Sourav Nayak",94,woman catches disturbed teenage neighbour,woman catches disturbed,"woman, catches, disturbed, teenage, neighbour, stalking, her,, doesn't, report, actions, befriends, understand, psyche., However,, things, violent, turn, boy, gets, know, woman's, life, plans."
Movie,Ballabhpurer Roopkotha,Horror,Comedy,"King Bhupati Ray of Ballabhpur is almost bankrupt. He plans to sell off his 400-year-old, dilapidated ancestral mansion to repay his debts. But the cursed ghost of an ancestor decides to play spoilsport when a potential buyer arrives! ",U,1,2023,Rahool Mukherjee,"Madhumita Sarcar, Soham Majumdar, Kharaj Mukherjee, Aparajita Adhya, Paran Bandopadhyay, Anashua Majumdar, Aishwaria Sen, Ujan Chatterjee",132,King Bhupati Ray Ballabhpur bankrupt.,King Bhupati Ray,"King, Bhupati, Ray, Ballabhpur, bankrupt., plans, sell, 400-year-old,, dilapidated, ancestral, mansion, repay, debts., cursed, ghost, ancestor, decides, play, spoilsport, potential, buyer, arrives!"
Movie,Karnasubarner Guptodhon,Adventure,,"Sona Da, Abir and Jhinuk come across a riddle that turns their vacation into a dangerous quest for the hidden treasure of King Shashanka, one of the best-kept secrets of Bengal. Watch the biggest blockbuster of 2022 only on hoichoi.",U,1,2014,Raj Kumar Gupta,"Aryann Bhowmick, Tnusree Chakraborty, Rajat Ganguly",128,"Sona Da, Abir Jhinuk come","Sona Da, Abir","Sona, Da,, Abir, Jhinuk, come, riddle, turns, vacation, dangerous, quest, hidden, treasure, King, Shashanka,, best-kept, secrets, Bengal., Watch, biggest, blockbuster, 2022, hoichoi."
Movie,Byomkesh Hotyamancha,Murder,Mystery,Byomkesh becomes witness to a murder on the centre stage when he attends a play at the theatre. And thus starts his quest for the truth behind the death in 70s Calcutta struggling with the Naxal movement.,U/A 16+,4,2022,Anirban Bhattacharya,"Satyam Bhattacharya, Surangana Bandyopadhyay, Shyamal Chakraborty, Debraj Bhattacharya, Sandip Bhattacharya, Jhulan Bhattacharya",135,Byomkesh witness murder centre stage,Byomkesh witness murder,"Byomkesh, witness, murder, centre, stage, attends, play, theatre., starts, quest, truth, death, 70s, Calcutta, struggling, Naxal, movement."
Movie,Belashuru,Drama,,"Biswanath is Arati's guiding light in her struggle with advanced Alzheimer's. Seven years after Belaseshe, Soumitra Chatterjee and Swatilekha Sengupta come together for the last time in this tale of love, marriage and companionship.",U,1,2022,Dhrubo Banerjee,"Abir Chatterjee, Ishaa Saha, Arjun Chakraborty, Rajatava Dutta, Saurav Das",125,Biswanath Arati's guiding light struggle,Biswanath Arati's guiding,"Biswanath, Arati's, guiding, light, struggle, advanced, Alzheimer's., Seven, years, Belaseshe,, Soumitra, Chatterjee, Swatilekha, Sengupta, come, time, tale, love,, marriage, companionship."
Movie,Pendulum,Thriller,,This time travel drama imagines an incident in three different time frames where several lives are interrelated with each other. ,U/A 13+,3,2022,Arindam Sil,"Abir Chatterjee, Sohini Sarkar, Paoli Dam, Suhotra Mukhopadhyay, Kinjal Nanda, Arna Mukhopadhyay",126,time travel drama imagines incident,time travel drama,"time, travel, drama, imagines, incident, different, time, frames, lives, interrelated, other."
Movie,Durga Sohay,Drama,,"When Durga is caught stealing at the ancestral house of the aristocratic Basak family, Manasi, the younger Basak daughter-in-law, gives the former a chance to redeem herself. Will Durga start her life afresh, or will her dark past catch up with her?",U/A 13+,3,2022,"Nandita Roy, Shiboprosad Mukherjee","Soumitra Chatterjee, Swatilekha Sengupta, Rituparna Sengupta, Shankar Chakraborty, Aparajita Adhya, Monami Ghosh",139,Durga caught stealing ancestral house,Durga caught stealing,"Durga, caught, stealing, ancestral, house, aristocratic, Basak, family,, Manasi,, younger, Basak, daughter-in-law,, gives, chance, redeem, herself., Durga, start, life, afresh,, dark, past, catch, her?"
Movie,Cross Connection 2,Romantic,Comedy,"A couple married for five years now wants to start a family. On the other hand, a couple is still in a dilemma about marriage after being in a relationship for ten years. When these two couples cross paths with each other, will one fill the void in the other's relationship?",U,1,2014,Soukarya Ghosal,"Radhika Apte, Samadarshi Dutta, Rajatabha Dutta, Rajesh Sharma",131,couple married years wants start,couple married years,"couple, married, years, wants, start, family., hand,, couple, dilemma, marriage, relationship, years., couples, cross, paths, other,, void, other's, relationship?"
Movie,Punascha,Drama,,"Famous writer Animesh and retired professor Mohini were in love once. 38 years later, they decide to spend a day together in Shantiniketan. What will be the consequence of Animesh and Mohona's decision?",U/A 7+,2,2017,Arindam Sil,"Sohini Sarkar, Tnusree Chakraborty, Kaushik Sen, Indrasish Roy",97,Famous writer Animesh retired professor,Famous writer Animesh,"Famous, writer, Animesh, retired, professor, Mohini, love, once., 38, years, later,, decide, spend, day, Shantiniketan., consequence, Animesh, Mohona's, decision?"
Movie,Glamour,Thriller,,"Aryan, the owner of one of the foremost fashion magazines in the city, falls prey to a ploy that lands him in jail. How will he prove his innocence in the murky world of fashion?",U/A 16+,4,2015,"Abhijit Guha, Sudeshna Roy","Ritwick Chakraborty, Tnusree Chakraborty, Shayan Munshi, Rimjhim Mitra",106,"Aryan, owner foremost fashion magazines","Aryan, owner foremost","Aryan,, owner, foremost, fashion, magazines, city,, falls, prey, ploy, lands, jail., prove, innocence, murky, world, fashion?"
Movie,Kuler Achaar,Social,Drama,"Mithi decides to not take her husband's name after marriage, but this doesn't sit well with her orthodox family and patriarchal society. All hell breaks loose when her mother-in-law decides to follow suit!",U,1,2014,Souvik Mitra,"Soumitra Chattopadhyay, Roopa Ganguly, Saayoni Ghosh",133,"Mithi decides husband's marriage, doesn't",Mithi decides husband's,"Mithi, decides, husband's, marriage,, doesn't, sit, orthodox, family, patriarchal, society., hell, breaks, loose, mother-in-law, decides, follow, suit!"
Movie,Korapaak,Romance,,"Dev and Piyali are in love, but the notion of marriage confuses them. They decide to stage an experiment that can decide their suitability for marriage. Will they get their happily-ever-after?",U,1,2014,Mahua Chakraborty,"Parambrata Chattopadhyay, Parno Mittra, Sabyasachi Chakrabarty",129,"Dev Piyali love, notion marriage","Dev Piyali love,","Dev, Piyali, love,, notion, marriage, confuses, them., decide, stage, experiment, decide, suitability, marriage., happily-ever-after?"
Movie,Mandobasar Galpo,Psychological,Thriller,"A filmmaker starts suffering from depression after the sudden death of her fiance. While Dr Sayantan Chowdhury, a renowned psychiatrist, helps her through her struggles, things start changing once she starts feeling attracted to a budding actor-musician.",U/A 13+ ,3,2022,Sudeep Das,"Madhumita Sarcar, Vikram Chatterjee, Indrani Haldar, Sujan Mukherjee",114,filmmaker starts suffering depression sudden,filmmaker starts suffering,"filmmaker, starts, suffering, depression, sudden, death, fiance., Dr, Sayantan, Chowdhury,, renowned, psychiatrist,, helps, struggles,, things, start, changing, starts, feeling, attracted, budding, actor-musician."
Movie,Babar Naam Gandhiji,Drama,,"Kencho, a 10-year-old orphan, starts believing that Mahatma Gandhi is his father. When he gets adopted by an NGO and taught the ideals of Gandhiji there, he starts seeing modern society in contrast with those ideals.",U,1,2020,Souradip Banerjee,"Saurav Das, Paayel Sarkar",94,"Kencho, 10-year-old orphan, starts believing","Kencho, 10-year-old orphan,","Kencho,, 10-year-old, orphan,, starts, believing, Mahatma, Gandhi, father., gets, adopted, NGO, taught, ideals, Gandhiji, there,, starts, seeing, modern, society, contrast, ideals."
Movie,Jhumura,Musical,Drama,"This is the story of the passion and pain of Jhumur artists of Purulia, who are in the middle of a constant struggle to not only sustain their dying folk art, but also revive it in the hope of a brighter future. ",U,1,2017,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Kaushik Sen, Indrasish Roy",99,story passion pain Jhumur artists,story passion pain,"story, passion, pain, Jhumur, artists, Purulia,, middle, constant, struggle, sustain, dying, folk, art,, revive, hope, brighter, future."
Movie,Ek Phali Rodh,Drama,,A social scientist and his team are on a quest to develop a theory about human behaviour by creating a mock crisis on the streets and observing how people react to it. But their plan goes amiss when they face an actual crisis in their lives.,U,1,2015,Pavel,"Parambrata Chattopadhyay, Saayoni Ghosh, Kaushik Sen",106,social scientist team quest develop,social scientist team,"social, scientist, team, quest, develop, theory, human, behaviour, creating, mock, crisis, streets, observing, people, react, it., plan, goes, amiss, face, actual, crisis, lives."
Movie,Anubrata Bhalo Acho?,Drama,,"Anubrata perceives death as his nemesis seeing his wife marching towards an inevitable end at a hospital in the face of cancer. His life takes a turn when he meets Jaya, who is tending to her ailing husband at the same hospital.",U/A 16+ ,4,2014,Anindya Chatterjee,"Sohini Sarkar, Samadarshi Dutta",108,Anubrata perceives death nemesis seeing,Anubrata perceives death,"Anubrata, perceives, death, nemesis, seeing, wife, marching, inevitable, end, hospital, face, cancer., life, takes, turn, meets, Jaya,, tending, ailing, husband, hospital."
Movie,Happy Pill,Drama,,What if there was a cure for all our sorrows? This is the story of Siddhartha who discovers a magical pill that can bring back joy in everyone's lives.,U/A 7+,2,2014,Atanu Ghosh,"Dhritiman Chatterjee, Jisshu Sengupta, Ritwick Chakraborty, Aparajita Ghosh",106,cure sorrows? story Siddhartha discovers,cure sorrows? story,"cure, sorrows?, story, Siddhartha, discovers, magical, pill, bring, joy, everyone's, lives."
Movie,Kangal Malsat,Political,Satire,"The underdog Choktars, along with the Fyataroos, hatch a conspiracy against the corrupt communist regime and launch a guerilla attack against it. Based on Nabarun Bhattacharya's novel of the same name, the film is an allegory of any rebellion against a totalitarian regime. ",A 18+,5,2014,Partha Sen,"Ritwick Chakraborty, Swastika Mukherjee, Debleena Dutt",100,"underdog Choktars, Fyataroos, hatch conspiracy","underdog Choktars, Fyataroos,","underdog, Choktars,, Fyataroos,, hatch, conspiracy, corrupt, communist, regime, launch, guerilla, attack, it., Based, Nabarun, Bhattacharya's, novel, name,, film, allegory, rebellion, totalitarian, regime."
Movie,Tirandaj Shabor,Mystery,,"When a cab driver rushes into a police station with an unwell passenger who is then discovered dead, the police smell foul. ACP-DD Shabor Dasgupta is the only man who can unravel the mystery. ",A 18+,5,2018,Mainak Bhaumik,"Ritwick Chakraborty, Parno Mittra, Sohini Sarkar, Mir Afsar Ali",123,cab driver rushes police station,cab driver rushes,"cab, driver, rushes, police, station, unwell, passenger, discovered, dead,, police, smell, foul., ACP-DD, Shabor, Dasgupta, man, unravel, mystery."
Movie,Shororipu 2 : Jotugriho,Crime,Thriller,"While Detective Chandrakanta investigates the death of a man, which seems to be the result of a crime of passion, the man's much younger widow appears to be hiding something. What secrets are waiting to unfold?",U/A 16+,4,2013,Suman Mukhopadhyay,"Kaushik Ganguly, Kabir Suman, Kamalika Banerjee, Jojo Mukherjee",108,"Detective Chandrakanta investigates death man,",Detective Chandrakanta investigates,"Detective, Chandrakanta, investigates, death, man,, result, crime, passion,, man's, younger, widow, appears, hiding, something., secrets, waiting, unfold?"
Movie,X = Prem,Romantic,Drama,"Khilat loses all memory of his loved one. Arnab lives every moment with the memory of his lost love. In this cradle of memories, who will be able to solve the equation of love?",A 18+,5,2022,Arindam Sil,"Saswata Chatterjee, Subhrajit Datta, Nigel Akkara, Devlina Kumar, Chandan Sen",111,Khilat loses memory loved one.,Khilat loses memory,"Khilat, loses, memory, loved, one., Arnab, lives, moment, memory, lost, love., cradle, memories,, able, solve, equation, love?"
Movie,Tushagni,Political,Thriller,CID officer Sudip and renowned actress Atrayee are happily married. Their life turns upside down when Atrayee gets kidnapped during their honeymoon in the jungles. Will Sudeep be able to find Atreyee in the labyrinth of the jungle?,U/A 16+ ,4,2021,Ayan Chakraborti,"Chiranjeet Chakraborty, Saswata Chatterjee, Arunima Ghosh, Darshana Banik, Rajesh Sharma",126,CID officer Sudip renowned actress,CID officer Sudip,"CID, officer, Sudip, renowned, actress, Atrayee, happily, married., life, turns, upside, Atrayee, gets, kidnapped, honeymoon, jungles., Sudeep, able, Atreyee, labyrinth, jungle?"
Movie,The Eken,Mystery,,"Detective Ekendra Sen is in Darjeeling with friends Bapi and Pramatha for a vacation. Here, he crosses paths with the charming actress Bipasha Mitra who gives him an unexpected proposal. The plot thickens when a murder takes place soon after.",U/A 7+,2,2022,Srijit Mukherji,"Anindya Sengupta, Shruti Das, Arjun Chakrabarty, Madhurima Basak",114,Detective Ekendra Sen Darjeeling friends,Detective Ekendra Sen,"Detective, Ekendra, Sen, Darjeeling, friends, Bapi, Pramatha, vacation., Here,, crosses, paths, charming, actress, Bipasha, Mitra, gives, unexpected, proposal., plot, thickens, murder, takes, place, soon, after."
